image,avg_y,roll_angle
Alamo/10047212_41697ad358_o.jpg,191.354387,-2.9076301996937732
Alamo/10047308_4a06a44dda_o.jpg,-47.427902499999995,-0.40489795559111974
Alamo/10047400_4909449851_o.jpg,-44.6484155,-0.706971824476507
Alamo/10047483_7f3c5d0d06_o.jpg,-55.459856500000015,-2.6245593405206136
Alamo/10047560_66d1e7603f_o.jpg,-13.185592,-2.335705998022555
Alamo/10048260_d816e178e7_o.jpg,-54.330099499999996,-0.4738398754534951
Alamo/10050163_ebfc151548_o.jpg,114.04278599999999,-3.001291411584103
Alamo/10050194_3f010112d2_o.jpg,-310.6167815,-2.906354698501386
Alamo/10050336_8a9fa063ea_o.jpg,-162.63203299999998,-4.826894118725233
Alamo/10050470_9a30101bae_o.jpg,-95.40409850000002,-2.799252855181743
Alamo/104827971_7fe484aebf_o.jpg,-8.735914000000001,1.3389987084823447
Alamo/108962611_faf5e07307_o.jpg,-134.8355955,-0.5592711555892114
Alamo/108962818_20fc9c1cdd_o.jpg,-91.4275555,1.4843254770326189
Alamo/110935763_66fc01689c_o.jpg,15.826085,-0.17623575013002357
Alamo/110935776_5625ee33a9_o.jpg,33.561721,-0.4561164961077451
Alamo/1111645763_8e003294e4_o.jpg,-125.0392775,-1.221108514484827
Alamo/113455084_de738bd70c_o.jpg,40.959323999999995,0.6187665577018098
Alamo/113455415_b69639e757_o.jpg,-219.113565,0.22159761036882292
Alamo/113455497_5376c61884_o.jpg,-112.20431299999998,0.2974534319281399
Alamo/113455984_482851c6c1_o.jpg,-195.7831975,0.13330881258635557
Alamo/113456033_42b78841c3_o.jpg,-91.231374,-0.7273113263957179
Alamo/113456184_d41be9d428_o.jpg,-1549.568917,-3.0106649362039173
Alamo/1157919850_97f57068c1_o.jpg,-149.3294425,0.7723418350190412
Alamo/1157929690_376fa9d177_o.jpg,-213.79518000000002,0.447169261883272
Alamo/1157940322_c3423c93a7_o.jpg,-407.50510399999996,1.8956192874192968
Alamo/1190606546_daf2749711_o.jpg,-29.97208550000002,2.9333749137411287
Alamo/1199635342_89d5fad675_o.jpg,-681.336086,0.7388458399923717
Alamo/1200257094_55df95ba77_o.jpg,-118.817071,0.7135021215254252
Alamo/124717981_4810726c74_o.jpg,-33.953641499999996,0.2710874632416235
Alamo/1297543290_89db17683f_o.jpg,-514.5822105,3.172363517861734
Alamo/1297545062_ecbc33f8d7_o.jpg,-1102.9113425,-0.19849075680023018
Alamo/1309109745_5ea87363cb_o.jpg,-271.837747,-0.5716867264783546
Alamo/1347624483_7b1b045673_o.jpg,-158.187816,0.4154706450396922
Alamo/1353349188_439a7043b0_o.jpg,-27.495355,0.33653641255402283
Alamo/1421185844_f7dcd8fb88_o.jpg,-367.79719150000005,-2.0514066043799035
Alamo/1425440516_74fb422f82_o.jpg,-179.9274195,-0.6049732839276359
Alamo/143454176_87fe3703f0_o.jpg,-84.692254,0.9876572801058818
Alamo/14347014_07f2b3bd8a_o.jpg,-5.166075499999977,3.4658541227499535
Alamo/1453392689_f5ec231c30_o.jpg,-360.9625065,-3.308879862398015
Alamo/1453402063_a71b7b4419_o.jpg,-193.5182715,-0.4416201155982584
Alamo/1454256742_d66581db9f_o.jpg,-1016.1322514999999,3.2222185755995865
Alamo/145898702_b7fb1dd63a_o.jpg,-126.88472200000001,-0.3468068428911526
Alamo/1463355107_833b0c91f8_o.jpg,-53.829273,0.10665532865908453
Alamo/146370250_17600d7b89_o.jpg,-146.0673435,0.3437054719379583
Alamo/146370254_06560cec01_o.jpg,-177.4395505,0.21239021328401092
Alamo/1475050812_db0f82039b_o.jpg,-108.33134749999999,-1.2382565509888364
Alamo/1507852211_01cbfdffc1_o.jpg,-247.46123599999999,1.5156599135667792
Alamo/1517258640_ec93323d5e_o.jpg,-132.986195,-0.5624918265831195
Alamo/151988800_d09edd156c_o.jpg,-52.23231500000001,-1.342554484741587
Alamo/1542801462_7e98642d15_o.jpg,-79.1981335,1.1827722956455529
Alamo/154639651_16ae2d3e3b_o.jpg,-150.872662,0.42239041349188994
Alamo/159555113_d94f0958e6_o.jpg,308.850974,0.4295278240617681
Alamo/159555851_3b257c9316_o.jpg,221.169781,-0.004902421688826021
Alamo/159574695_6229a19184_o.jpg,-43.2192385,-1.0207872020683701
Alamo/159576544_5cfcef65d9_o.jpg,-830.2748715,3.3544600077292577
Alamo/159577261_1013a847d9_o.jpg,-585.3051674999999,1.8788507526666152
Alamo/159579828_61aa352e77_o.jpg,-861.537997,0.9104603241095799
Alamo/159580543_d5b20fe897_o.jpg,-956.4164375,-3.320855106407573
Alamo/159581991_c34e281984_o.jpg,-545.7168369999999,0.3829101182804685
Alamo/159582659_81be60775c_o.jpg,-610.9641985000001,0.14248770370320518
